From,To,Species,Gene Name,,,,,,,,,Gene stable ID,Transcript stable ID,,,,Elements only in List 2 :
101055573,Solyc09g092130.3,Solanum lycopersicum,sucrose-phosphate synthase B(LOC101055573),,,,,,,,,Solyc01g067360.3,Solyc01g067360.3.1,,,,
101055572,Solyc06g073320.3,Solanum lycopersicum,GDP-L-galactose phosphorylase 1(GGP1),,,,,,,,,Solyc01g088600.3,Solyc01g088600.3.1,,,,
101246611,Solyc03g121400.1,Solanum lycopersicum,dof zinc finger protein DOF3.1(LOC101246611),,,,,,,,,Solyc04g072775.1,Solyc04g072775.1.1,,,,
100527974,Solyc10g078370.2,Solanum lycopersicum,auxin efflux carrier component 9(PIN9),,,,,,,,,Solyc08g074390.3,Solyc08g074390.3.1,,,,
101245790,Solyc09g007850.3,Solanum lycopersicum,"29 kDa ribonucleoprotein A, chloroplastic(LOC101245790)",,,,,,,,,Solyc03g121400.1,Solyc03g121400.1.1,,,,
101256442,Solyc11g008910.2,Solanum lycopersicum,uncharacterized LOC101256442(LOC101256442),,,,,,,,,Solyc04g077130.1,Solyc04g077130.1.1,,,,
101257779,Solyc06g071410.3,Solanum lycopersicum,serine/threonine-protein kinase STY13(LOC101257779),,,,,,,,,Solyc06g084540.3,Solyc06g084540.3.1,,,,
101245319,Solyc02g072080.1,Solanum lycopersicum,U-box domain-containing protein 17(LOC101245319),,,,,,,,,Solyc09g083420.3,Solyc09g083420.3.1,,,,
101265365,Solyc01g079350.3,Solanum lycopersicum,uncharacterized LOC101265365(LOC101265365),,,,,,,,,Solyc10g009080.3,Solyc10g009080.3.1,,,,
101248827,Solyc02g090510.3,Solanum lycopersicum,CDPK-related protein kinase(LOC101248827),,,,,,,,,Solyc12g015630.2,Solyc12g015630.2.1,,,,
101055546,Solyc09g090910.2,Solanum lycopersicum,auxin-responsive protein IAA13(IAA13),,,,,,,,,Solyc05g005170.3,Solyc05g005170.3.1,,,,
101245311,Solyc02g084750.3,Solanum lycopersicum,CDK5RAP1-like protein(LOC101245311),,,,,,,,,Solyc05g056300.3,Solyc05g056300.3.1,,,,
101245795,Solyc09g083390.2,Solanum lycopersicum,uncharacterized LOC101245795(LOC101245795),,,,,,,,,Solyc01g102610.3,Solyc01g102610.3.1,,,,
101055543,Solyc12g007230.2,Solanum lycopersicum,auxin-responsive protein IAA8(IAA8),,,,,,,,,Solyc12g055990.2,Solyc12g055990.2.1,,,,
101268872,Solyc06g050900.3,Solanum lycopersicum,protein NRT1/ PTR FAMILY 5.1(LOC101268872),,,,,,,,,Solyc03g097640.3,Solyc03g097640.3.1,,,,
101246641,Solyc06g084540.3,Solanum lycopersicum,universal stress protein PHOS34(LOC101246641),,,,,,,,,Solyc04g072780.3,Solyc04g072780.3.1,,,,
101055542,Solyc06g084070.3,Solanum lycopersicum,auxin-responsive protein IAA2(IAA2),,,,,,,,,Solyc12g089210.2,Solyc12g089210.2.1,,,,
101260911,Solyc03g071570.3,Solanum lycopersicum,probable pectate lyase 5(LOC101260911),,,,,,,,,Solyc04g077140.3,Solyc04g077140.3.1,,,,
101268878,Solyc06g082610.3,Solanum lycopersicum,probable inactive receptor kinase At5g58300(LOC101268878),,,,,,,,,Solyc09g091010.3,Solyc09g091010.3.1,,,,
101259949,Solyc06g082970.3,Solanum lycopersicum,"NAD(P)H-quinone oxidoreductase subunit U, chloroplastic(LOC101259949)",,,,,,,,,Solyc10g078580.1,Solyc10g078580.1.1,,,,
101255107,Solyc06g074190.3,Solanum lycopersicum,uncharacterized protein At5g41620(LOC101255107),,,,,,,,,Solyc05g005180.3,Solyc05g005180.3.1,,,,
101257769,Solyc05g054730.3,Solanum lycopersicum,metal tolerance protein 11(LOC101257769),,,,,,,,,Solyc05g010180.3,Solyc05g010180.3.1,,,,
101245781,Solyc08g023660.3,Solanum lycopersicum,kirola-like(LOC101245781),,,,,,,,,Solyc05g044630.3,Solyc05g044630.3.1,,,,
101260913,Solyc12g056300.2,Solanum lycopersicum,probable LRR receptor-like serine/threonine-protein kinase At1g63430(LOC101260913),,,,,,,,,Solyc08g079100.3,Solyc08g079100.3.1,,,,
101268880,Solyc07g008010.3,Solanum lycopersicum,transcription factor MYB82(LOC101268880),,,,,,,,,Solyc01g067290.2,Solyc01g067290.2.1,,,,
101255100,Solyc05g051580.3,Solanum lycopersicum,BTB/POZ domain-containing protein DOT3(LOC101255100),,,,,,,,,Solyc11g011840.2,Solyc11g011840.2.1,,,,
101255583,Solyc04g040160.3,Solanum lycopersicum,"protochlorophyllide-dependent translocon component 52, chloroplastic(PTC52)",,,,,,,,,Solyc12g040790.2,Solyc12g040790.2.1,,,,
778340,Solyc12g009570.2,Solanum lycopersicum,calcineurin B-like interacting protein kinase(SOS2),,,,,,,,,Solyc12g095750.2,Solyc12g095750.2.1,,,,
101254257,Solyc11g011020.2,Solanum lycopersicum,probable inactive receptor kinase At1g48480(LOC101254257),,,,,,,,,Solyc07g049210.3,Solyc07g049210.3.1,,,,
101258612,Solyc02g078950.3,Solanum lycopersicum,beta-galactosidase 8-like(LOC101258612),,,,,,,,,Solyc01g009430.3,Solyc01g009430.3.1,,,,
101254259,Solyc02g080500.3,Solanum lycopersicum,uncharacterized GPI-anchored protein At1g61900(LOC101254259),,,,,,,,,Solyc03g123580.3,Solyc03g123580.3.1,,,,
101266222,Solyc05g056520.3,Solanum lycopersicum,carnosine N-methyltransferase(LOC101266222),,,,,,,,,Solyc05g032660.3,Solyc05g032660.3.1,,,,
101255581,Solyc04g007210.3,Solanum lycopersicum,zinc finger protein CONSTANS-LIKE 16(LOC101255581),,,,,,,,,Solyc07g042190.3,Solyc07g042190.3.1,,,,
101245301,Solyc01g111075.1,Solanum lycopersicum,snakin-2(SN2),,,,,,,,,Solyc01g111830.3,Solyc01g111830.3.1,,,,
101245783,Solyc08g066120.3,Solanum lycopersicum,"probable polyribonucleotide nucleotidyltransferase 1, chloroplastic(LOC101245783)",,,,,,,,,Solyc11g011880.2,Solyc11g011880.2.1,,,,
543590,Solyc03g045070.1,Solanum lycopersicum,ammonium transporter(AMT1-3),,,,,,,,,Solyc12g009920.1,Solyc12g009920.1.1,,,,
101268403,Solyc06g072465.1,Solanum lycopersicum,"50S ribosomal protein L29, chloroplastic(LOC101268403)",,,,,,,,,Solyc12g094720.2,Solyc12g094720.2.1,,,,
101245302,Solyc10g051095.1,Solanum lycopersicum,"protein TIC 62, chloroplastic(LOC101245302)",,,,,,,,,Solyc03g116870.3,Solyc03g116870.3.1,,,,
101268889,Solyc08g005240.2,Solanum lycopersicum,lysine-specific demethylase JMJ706-like(LOC101268889),,,,,,,,,Solyc07g063430.3,Solyc07g063430.3.1,,,,
101251179,Solyc04g082110.3,Solanum lycopersicum,rop guanine nucleotide exchange factor 1-like(LOC101251179),,,,,,,,,Solyc11g012940.2,Solyc11g012940.2.1,,,,
101251178,Solyc04g077470.3,Solanum lycopersicum,probable xyloglucan glycosyltransferase 12(LOC101251178),,,,,,,,,Solyc11g019910.1,Solyc11g019910.1.1,,,,
100316880,Solyc10g079620.2,Solanum lycopersicum,haloacid dehalogenase(LOC100316880),,,,,,,,,Solyc02g068140.3,Solyc02g068140.3.1,,,,
101255533,Solyc09g075900.3,Solanum lycopersicum,thermospermine synthase ACAULIS5-like(LOC101255533),,,,,,,,,Solyc06g051200.3,Solyc06g051200.3.1,,,,
101263166,Solyc10g006240.3,Solanum lycopersicum,pyridoxal phosphate homeostasis protein(LOC101263166),,,,,,,,,Solyc05g056255.1,Solyc05g056255.1.1,,,,
101245735,Solyc03g044480.3,Solanum lycopersicum,cyclin-dependent kinase inhibitor 1-like(LOC101245735),,,,,,,,,Solyc01g091040.3,Solyc01g091040.3.1,,,,
101244882,Solyc06g061070.3,Solanum lycopersicum,"glycine cleavage system H protein, mitochondrial(LOC101244882)",,,,,,,,,Solyc01g111840.3,Solyc01g111840.3.1,,,,
778329,Solyc01g056340.3,Solanum lycopersicum,light-mediated development protein DET1(Det1),,,,,,,,,Solyc02g085780.3,Solyc02g085780.3.1,,,,
778328,Solyc08g078020.1,Solanum lycopersicum,methionine rich arabinogalactan(LOC778328),,,,,,,,,Solyc02g076680.3,Solyc02g076680.3.1,,,,
101268851,Solyc03g118510.3,Solanum lycopersicum,probable inactive receptor kinase At1g48480(LOC101268851),,,,,,,,,Solyc02g067050.3,Solyc02g067050.3.1,,,,
101247910,Solyc04g078610.3,Solanum lycopersicum,kinesin-like protein KIN-4A(LOC101247910),,,,,,,,,Solyc12g087840.1,Solyc12g087840.1.1,,,,
101252498,Solyc06g066530.1,Solanum lycopersicum,uncharacterized LOC101252498(LOC101252498),,,,,,,,,Solyc03g120290.3,Solyc03g120290.3.1,,,,
101252496,Solyc06g073290.1,Solanum lycopersicum,"tetrapyrrole-binding protein, chloroplastic(LOC101252496)",,,,,,,,,Solyc04g057980.3,Solyc04g057980.3.1,,,,
101251165,Solyc03g123390.3,Solanum lycopersicum,2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase(LOC101251165),,,,,,,,,Solyc06g048570.3,Solyc06g048570.3.1,,,,
778325,Solyc01g108630.3,Solanum lycopersicum,nitrite reductase(nii1),,,,,,,,,Solyc08g006690.1,Solyc08g006690.1.1,,,,
100316892,Solyc09g074520.3,Solanum lycopersicum,TIR1-like protein(LOC100316892),,,,,,,,,Solyc01g057830.3,Solyc01g057830.3.1,,,,
778324,Solyc01g008930.3,Solanum lycopersicum,phytochromobilin synthase(AUREA),,,,,,,,,Solyc12g015710.2,Solyc12g015710.2.1,,,,
101257708,Solyc01g097160.3,Solanum lycopersicum,renalase(LOC101257708),,,,,,,,,Solyc03g118830.3,Solyc03g118830.3.1,,,,
101253342,Solyc02g080540.1,Solanum lycopersicum,"ATP synthase gamma chain, chloroplastic(LOC101253342)",,,,,,,,,Solyc05g051870.3,Solyc05g051870.3.1,,,,
101252018,Solyc01g005530.3,Solanum lycopersicum,uncharacterized LOC101252018(LOC101252018),,,,,,,,,Solyc06g074510.3,Solyc06g074510.3.1,,,,
101254676,Solyc03g118470.3,Solanum lycopersicum,"nudix hydrolase 18, mitochondrial(LOC101254676)",,,,,,,,,Solyc05g007880.3,Solyc05g007880.3.1,,,,
101257700,Solyc09g065270.3,Solanum lycopersicum,"ribosome-recycling factor, chloroplastic(LOC101257700)",,,,,,,,,Solyc07g065710.3,Solyc07g065710.3.1,,,,
101266202,Solyc03g096860.3,Solanum lycopersicum,uncharacterized LOC101266202(LOC101266202),,,,,,,,,Solyc01g079680.3,Solyc01g079680.3.1,,,,
101265355,Solyc08g077060.3,Solanum lycopersicum,protein LOL1(LOL1),,,,,,,,,Solyc10g080920.2,Solyc10g080920.2.1,,,,
101265354,Solyc08g081940.3,Solanum lycopersicum,probable inactive receptor kinase At4g23740(LOC101265354),,,,,,,,,Solyc02g092970.3,Solyc02g092970.3.1,,,,
101244871,Solyc05g012370.3,Solanum lycopersicum,uncharacterized hydrolase YugF(LOC101244871),,,,,,,,,Solyc06g065490.3,Solyc06g065490.3.1,,,,
100527968,Solyc05g008060.3,Solanum lycopersicum,auxin efflux carrier component 4(PIN4),,,,,,,,,Solyc01g088660.3,Solyc01g088660.3.1,,,,
101268864,Solyc05g009990.3,Solanum lycopersicum,piriformospora indica-insensitive protein 2(LOC101268864),,,,,,,,,Solyc01g095430.3,Solyc01g095430.3.1,,,,
101267533,Solyc06g071725.1,Solanum lycopersicum,U-box domain-containing protein 35(LOC101267533),,,,,,,,,Solyc04g054190.3,Solyc04g054190.3.1,,,,
101244876,Solyc06g008500.3,Solanum lycopersicum,putative E3 ubiquitin-protein ligase XBAT35(LOC101244876),,,,,,,,,Solyc01g087290.3,Solyc01g087290.3.1,,,,
101247900,Solyc03g118830.3,Solanum lycopersicum,uncharacterized LOC101247900(LOC101247900),,,,,,,,,Solyc02g089350.3,Solyc02g089350.3.1,,,,
101267534,Solyc06g069170.3,Solanum lycopersicum,uncharacterized LOC101267534(LOC101267534),,,,,,,,,Solyc05g007890.3,Solyc05g007890.3.1,,,,
104649338,Solyc09g075590.1,Solanum lycopersicum,leucine-rich repeat extensin-like protein 1(LOC104649338),,,,,,,,,Solyc03g007180.1,Solyc03g007180.1.1,,,,
101257736,Solyc03g005310.3,Solanum lycopersicum,armadillo repeat-containing protein LFR(LOC101257736),,,,,,,,,Solyc12g007060.1,Solyc12g007060.1.1,,,,
101262292,Solyc03g082990.3,Solanum lycopersicum,nephrocystin-3(LOC101262292),,,,,,,,,Solyc03g019660.3,Solyc03g019660.3.1,,,,
101256404,Solyc08g082010.3,Solanum lycopersicum,COP1-interactive protein 1-like(LOC101256404),,,,,,,,,Solyc03g111973.1,Solyc03g111973.1.1,,,,
101259910,Solyc11g069470.2,Solanum lycopersicum,homeobox-leucine zipper protein REVOLUTA(LOC101259910),,,,,,,,,Solyc05g005230.3,Solyc05g005230.3.1,,,,
101267989,Solyc05g009930.3,Solanum lycopersicum,"protein CHUP1, chloroplastic(LOC101267989)",,,,,,,,,Solyc06g063100.3,Solyc06g063100.3.1,,,,
101262299,Solyc03g115980.1,Solanum lycopersicum,"geranylgeranyl diphosphate reductase, chloroplastic(LOC101262299)",,,,,,,,,Solyc06g084470.3,Solyc06g084470.3.1,,,,
101247935,Solyc07g044880.3,Solanum lycopersicum,reticulon-like protein B8(LOC101247935),,,,,,,,,Solyc05g055160.3,Solyc05g055160.3.1,,,,
101266650,Solyc07g056650.3,Solanum lycopersicum,interactor of constitutive active ROPs 4(LOC101266650),,,,,,,,,Solyc01g006450.3,Solyc01g006450.3.1,,,,
101055587,Solyc07g053630.3,Solanum lycopersicum,golden1-like protein(GLK1),,,,,,,,,Solyc02g069290.3,Solyc02g069290.3.1,,,,
778305,Solyc09g090870.3,Solanum lycopersicum,DNA mismatch repair protein MSH1(MSH1),,,,,,,,,Solyc12g041880.2,Solyc12g041880.2.1,,,,
101244424,Solyc01g104580.3,Solanum lycopersicum,uncharacterized LOC101244424(LOC101244424),,,,,,,,,Solyc05g015630.3,Solyc05g015630.3.1,,,,
101265327,Solyc04g045600.3,Solanum lycopersicum,probable receptor-like protein kinase At1g80640(LOC101265327),,,,,,,,,Solyc07g005830.3,Solyc07g005830.3.1,,,,
101263149,Solyc09g047900.2,Solanum lycopersicum,haloalkane dehalogenase(LOC101263149),,,,,,,,,Solyc01g100490.3,Solyc01g100490.3.1,,,,
100316874,Solyc09g082990.3,Solanum lycopersicum,"GDP-mannose 3',5'-epimerase(GME2)",,,,,,,,,Solyc01g110780.1,Solyc01g110780.1.1,,,,
100316873,Solyc05g052600.3,Solanum lycopersicum,"chloroplast sedoheptulose-1,7-bisphosphatase(SBPase)",,,,,,,,,Solyc03g083730.1,Solyc03g083730.1.1,,,,
101259909,Solyc11g068450.2,Solanum lycopersicum,biogenesis of lysosome-related organelles complex 1 subunit 1(LOC101259909),,,,,,,,,Solyc09g066100.3,Solyc09g066100.3.1,,,,
101257723,Solyc02g083980.3,Solanum lycopersicum,endoglucanase 2-like(LOC101257723),,,,,,,,,Solyc09g072690.1,Solyc09g072690.1.1,,,,
101254214,Solyc06g060640.1,Solanum lycopersicum,14 kDa proline-rich protein DC2.15(LOC101254214),,,,,,,,,Solyc01g111890.3,Solyc01g111890.3.1,,,,
101253367,Solyc03g117740.3,Solanum lycopersicum,uncharacterized LOC101253367(LOC101253367),,,,,,,,,Solyc02g091840.3,Solyc02g091840.3.1,,,,
101252039,Solyc02g084390.3,Solanum lycopersicum,kinesin-like protein KIN-7F(LOC101252039),,,,,,,,,Solyc04g076040.3,Solyc04g076040.3.1,,,,
101263157,Solyc09g090640.3,Solanum lycopersicum,uncharacterized LOC101263157(LOC101263157),,,,,,,,,Solyc07g052610.3,Solyc07g052610.3.1,,,,
101268846,Solyc12g044270.2,Solanum lycopersicum,pollen-specific kinase partner protein-like protein(LOC101268846),,,,,,,,,Solyc02g090510.3,Solyc02g090510.3.1,,,,
101266666,Solyc09g063130.3,Solanum lycopersicum,"photosystem I reaction center subunit IV B, chloroplastic(LOC101266666)",,,,,,,,,Solyc11g010730.2,Solyc11g010730.2.1,,,,
101247926,Solyc06g074510.3,Solanum lycopersicum,probable 2-carboxy-D-arabinitol-1-phosphatase(LOC101247926),,,,,,,,,Solyc02g068090.3,Solyc02g068090.3.1,,,,
101265331,Solyc05g009820.3,Solanum lycopersicum,probable galacturonosyltransferase-like 3(LOC101265331),,,,,,,,,Solyc03g116800.3,Solyc03g116800.3.1,,,,
544002,Solyc07g043420.3,Solanum lycopersicum,2-oxoglutarate-dependent dioxygenase 2(gad2),,,,,,,,,Solyc04g015490.3,Solyc04g015490.3.1,,,,
101267994,Solyc05g056470.1,Solanum lycopersicum,ABC transporter G family member 14(ABCG14),,,,,,,,,Solyc05g054130.3,Solyc05g054130.3.1,,,,
101244413,Solyc01g080540.3,Solanum lycopersicum,histidine-containing phosphotransfer protein 1(LOC101244413),,,,,,,,,Solyc09g018890.3,Solyc09g018890.3.1,,,,
101264008,Solyc05g013300.1,Solanum lycopersicum,probable receptor-like protein kinase At5g59700(LOC101264008),,,,,,,,,Solyc09g091100.3,Solyc09g091100.3.1,,,,
101268843,Solyc03g033360.2,Solanum lycopersicum,aspartyl protease family protein 1-like(LOC101268843),,,,,,,,,Solyc02g083180.3,Solyc02g083180.3.1,,,,
101247921,Solyc05g051870.3,Solanum lycopersicum,anther-specific protein LAT52-like(LOC101247921),,,,,,,,,Solyc03g083720.1,Solyc03g083720.1.1,,,,
101245742,Solyc12g100010.1,Solanum lycopersicum,receptor-like protein Cf-9(LOC101245742),,,,,,,,,Solyc05g006650.3,Solyc05g006650.3.1,,,,
543657,Solyc01g096475.1,Solanum lycopersicum,thioredoxin(CITRX),,,,,,,,,Solyc06g066640.3,Solyc06g066640.3.1,,,,
101255976,Solyc03g117640.1,Solanum lycopersicum,mitogen-activated protein kinase kinase kinase 17-like(LOC101255976),,,,,,,,,Solyc08g082710.3,Solyc08g082710.3.1,,,,
104645434,Solyc01g110710.3,Solanum lycopersicum,auxin-induced protein 15A-like(LOC104645434),,,,,,,,,Solyc09g014520.3,Solyc09g014520.3.1,,,,
104645435,Solyc01g110920.3,Solanum lycopersicum,auxin-induced protein 15A-like(LOC104645435),,,,,,,,,Solyc11g066930.1,Solyc11g066930.1.1,,,,
101253794,Solyc06g071430.3,Solanum lycopersicum,"protein EXECUTER 2, chloroplastic(LOC101253794)",,,,,,,,,Solyc12g055840.2,Solyc12g055840.2.1,,,,
101256820,Solyc02g094590.3,Solanum lycopersicum,putative ATP-dependent DNA helicase(LOC101256820),,,,,,,,,Solyc06g007510.3,Solyc06g007510.3.1,,,,
101256822,Solyc10g085070.2,Solanum lycopersicum,"UPF0503 protein At3g09070, chloroplastic(LOC101256822)",,,,,,,,,Solyc06g082600.3,Solyc06g082600.3.1,,,,
101263124,Solyc06g065990.1,Solanum lycopersicum,"ATP synthase subunit b', chloroplastic(LOC101263124)",,,,,,,,,Solyc10g005530.3,Solyc10g005530.3.1,,,,
101244846,Solyc03g063390.1,Solanum lycopersicum,"transcription termination factor MTEF18, mitochondrial-like(LOC101244846)",,,,,,,,,Solyc02g080810.3,Solyc02g080810.3.1,,,,
101260099,Solyc11g013890.1,Solanum lycopersicum,F-box/kelch-repeat protein At3g06240(LOC101260099),,,,,,,,,Solyc03g123490.1,Solyc03g123490.1.1,,,,
101259096,Solyc10g080340.2,Solanum lycopersicum,protein DETOXIFICATION 21(LOC101259096),,,,,,,,,Solyc10g006130.1,Solyc10g006130.1.1,,,,
101259090,Solyc10g044840.2,Solanum lycopersicum,uncharacterized protein YacP(LOC101259090),,,,,,,,,Solyc11g066950.2,Solyc11g066950.2.1,,,,
101265309,Solyc11g066400.1,Solanum lycopersicum,zinc finger protein ZAT5(LOC101265309),,,,,,,,,Solyc02g087440.3,Solyc02g087440.3.1,,,,
101259093,Solyc10g074820.1,Solanum lycopersicum,uncharacterized LOC101259093(LOC101259093),,,,,,,,,Solyc04g057870.3,Solyc04g057870.3.1,,,,
101268810,Solyc01g110550.3,Solanum lycopersicum,"probable ribosome-binding factor A, chloroplastic(LOC101268810)",,,,,,,,,Solyc04g079930.3,Solyc04g079930.3.1,,,,
101250276,Solyc03g005010.3,Solanum lycopersicum,uncharacterized RNA methyltransferase pc1998(LOC101250276),,,,,,,,,Solyc05g007910.3,Solyc05g007910.3.1,,,,
101254637,Solyc01g091450.3,Solanum lycopersicum,pentatricopeptide repeat-containing protein At1g01970(LOC101254637),,,,,,,,,Solyc12g005880.2,Solyc12g005880.2.1,,,,
101254639,Solyc09g091430.3,Solanum lycopersicum,probable pectate lyase 8(LOC101254639),,,,,,,,,Solyc12g013810.2,Solyc12g013810.2.1,,,,
101255964,Solyc03g034190.3,Solanum lycopersicum,"30S ribosomal protein 3, chloroplastic-like(LOC101255964)",,,,,,,,,Solyc12g094640.2,Solyc12g094640.2.1,,,,
101265313,Solyc12g014610.2,Solanum lycopersicum,probable WRKY transcription factor 20(LOC101265313),,,,,,,,,Solyc04g015450.3,Solyc04g015450.3.1,,,,
101264465,Solyc01g100110.3,Solanum lycopersicum,probable protein phosphatase 2C 5(LOC101264465),,,,,,,,,Solyc08g076310.3,Solyc08g076310.3.1,,,,
101266641,Solyc06g035920.3,Solanum lycopersicum,remorin(LOC101266641),,,,,,,,,Solyc10g076700.2,Solyc10g076700.2.1,,,,
101262285,Solyc12g008600.2,Solanum lycopersicum,uncharacterized LOC101262285(LOC101262285),,,,,,,,,Solyc10g085100.2,Solyc10g085100.2.1,,,,
101244837,Solyc02g063230.1,Solanum lycopersicum,uncharacterized LOC101244837(LOC101244837),,,,,,,,,Solyc11g032050.2,Solyc11g032050.2.1,,,,
101243980,Solyc04g007870.3,Solanum lycopersicum,myosin-binding protein 2(LOC101243980),,,,,,,,,Solyc08g005610.3,Solyc08g005610.3.1,,,,
101264469,Solyc10g047950.2,Solanum lycopersicum,"soluble inorganic pyrophosphatase 6, chloroplastic(LOC101264469)",,,,,,,,,Solyc11g072490.2,Solyc11g072490.2.1,,,,
101252004,Solyc07g052440.3,Solanum lycopersicum,sigma intracellular receptor 2-like(LOC101252004),,,,,,,,,Solyc05g018880.1,Solyc05g018880.1.1,,,,
101251157,Solyc12g021280.2,Solanum lycopersicum,"serine/threonine-protein kinase STN7, chloroplastic(LOC101251157)",,,,,,,,,Solyc11g008630.2,Solyc11g008630.2.1,,,,
101251155,Solyc12g013890.2,Solanum lycopersicum,uncharacterized LOC101251155(LOC101251155),,,,,,,,,Solyc05g013880.1,Solyc05g013880.1.1,,,,
543637,Solyc09g092520.3,Solanum lycopersicum,xyloglucan endotransglucosylase/hydrolase(BR1),,,,,,,,,Solyc07g014590.3,Solyc07g014590.3.1,,,,
101252000,Solyc07g006000.3,Solanum lycopersicum,"50S ribosomal protein L35, chloroplastic(LOC101252000)",,,,,,,,,Solyc01g080810.3,Solyc01g080810.3.1,,,,
543634,Solyc05g052040.1,Solanum lycopersicum,ripening regulated protein DDTFR10/A(DDTFR10A),,,,,,,,,Solyc01g111937.1,Solyc01g111937.1.1,,,,
101255990,Solyc05g005760.3,Solanum lycopersicum,uncharacterized LOC101255990(LOC101255990),,,,,,,,,Solyc02g086890.3,Solyc02g086890.3.1,,,,
101253330,Solyc10g050110.1,Solanum lycopersicum,uncharacterized protein At4g06744-like(LOC101253330),,,,,,,,,Solyc02g062340.3,Solyc02g062340.3.1,,,,
101254666,Solyc03g031700.3,Solanum lycopersicum,"UPF0051 protein ABCI8, chloroplastic-like(LOC101254666)",,,,,,,,,Solyc09g010530.3,Solyc09g010530.3.1,,,,
101262254,Solyc01g091720.3,Solanum lycopersicum,F-box protein At4g00755-like(LOC101262254),,,,,,,,,Solyc01g102720.3,Solyc01g102720.3.1,,,,
101264433,Solyc06g054420.3,Solanum lycopersicum,serine incorporator 3(LOC101264433),,,,,,,,,Solyc02g066920.3,Solyc02g066920.3.1,,,,
101262252,Solyc09g074410.3,Solanum lycopersicum,zerumbone synthase(LOC101262252),,,,,,,,,Solyc06g060830.3,Solyc06g060830.3.1,,,,
101263581,Solyc12g011140.2,Solanum lycopersicum,subtilisin-like protease SBT5.3(LOC101263581),,,,,,,,,Solyc08g066420.1,Solyc08g066420.1.1,,,,
543641,Solyc03g005960.3,Solanum lycopersicum,protein kinase LESK1(LOC543641),,,,,,,,,Solyc02g078210.3,Solyc02g078210.3.1,,,,
543640,Solyc01g094690.3,Solanum lycopersicum,Aqp2 protein(Aqp2),,,,,,,,,Solyc02g081770.1,Solyc02g081770.1.1,,,,
101262258,Solyc01g101100.3,Solanum lycopersicum,probable receptor-like protein kinase At5g18500(LOC101262258),,,,,,,,,Solyc03g031420.1,Solyc03g031420.1.1,,,,
101251144,Solyc11g013150.1,Solanum lycopersicum,nodulation-signaling pathway 2 protein(LOC101251144),,,,,,,,,Solyc03g083570.3,Solyc03g083570.3.1,,,,
101255506,Solyc07g008540.3,Solanum lycopersicum,protein CHLOROPLAST IMPORT APPARATUS 2(LOC101255506),,,,,,,,,Solyc07g056240.3,Solyc07g056240.3.1,,,,
104645444,Solyc01g007810.1,Solanum lycopersicum,OVATE family protein OFP3(OFP3),,,,,,,,,Solyc08g069230.3,Solyc08g069230.3.1,,,,
101254650,Solyc10g084430.2,Solanum lycopersicum,"E3 ubiquitin-protein ligase SGR9, amyloplastic-like(LOC101254650)",,,,,,,,,Solyc11g020230.1,Solyc11g020230.1.1,,,,
