From,To,Species,Gene Name,Gene stable ID,Transcript stable ID,,,Elements only in List 1 :
778350,Solyc01g067710.3,Solanum lycopersicum,(Sodium/potassium)/proton exchanger 3(nhx3),Solyc12g005730.2,Solyc12g005730.2.1,,,
101255117,Solyc07g047800.3,Solanum lycopersicum,levodione reductase(LOC101255117),Solyc03g116990.1,Solyc03g116990.1.1,,,
101265369,Solyc09g098080.3,Solanum lycopersicum,anthocyanidin 3-O-glucosyltransferase 2-like(LOC101265369),Solyc04g080640.1,Solyc04g080640.1.1,,,
101265368,Solyc09g089505.1,Solanum lycopersicum,proteinase inhibitor I-B(LOC101265368),Solyc07g053910.3,Solyc07g053910.3.1,,,
101263188,Solyc03g032090.1,Solanum lycopersicum,amino acid transporter AVT3B(LOC101263188),Solyc08g074440.3,Solyc08g074440.3.1,,,
101263189,Solyc12g019000.2,Solanum lycopersicum,la-related protein 6B(LOC101263189),Solyc02g083360.1,Solyc02g083360.1.1,,,
101265364,Solyc01g065720.3,Solanum lycopersicum,phospholipase D zeta 1(LOC101265364),Solyc02g062530.3,Solyc02g062530.3.1,,,
101248828,Solyc02g089320.3,Solanum lycopersicum,alpha/beta hydrolase domain-containing protein 17B(LOC101248828),Solyc12g089140.2,Solyc12g089140.2.1,,,
100527977,Solyc11g013480.2,Solanum lycopersicum,auxin response factor 17(ARF17),Solyc04g074940.3,Solyc04g074940.3.1,,,
101247974,Solyc10g081900.2,Solanum lycopersicum,"digalactosyldiacylglycerol synthase 1, chloroplastic-like(LOC101247974)",Solyc04g082890.3,Solyc04g082890.3.1,,,
101252084,Solyc05g014200.3,Solanum lycopersicum,COP1-interactive protein 1(LOC101252084),Solyc08g080360.3,Solyc08g080360.3.1,,,
101246647,Solyc08g006650.3,Solanum lycopersicum,ER membrane protein complex subunit 4(LOC101246647),Solyc08g078000.3,Solyc08g078000.3.1,,,
101244469,Solyc03g120450.3,Solanum lycopersicum,aminotransferase(LOC101244469),Solyc01g005410.3,Solyc01g005410.3.1,,,
101246645,Solyc07g055130.3,Solanum lycopersicum,probable serine/threonine-protein kinase SIS8(LOC101246645),Solyc02g084710.3,Solyc02g084710.3.1,,,
101246644,Solyc07g056390.3,Solanum lycopersicum,endoplasmic reticulum oxidoreductin-1(LOC101246644),Solyc02g030480.3,Solyc02g030480.3.1,,,
543588,Solyc06g053710.3,Solanum lycopersicum,ethylene receptor ETR4(ETR4),Solyc11g068900.1,Solyc11g068900.1.1,,,
778346,Solyc01g005160.3,Solanum lycopersicum,Avr9/Cf-9 rapidly elicited protein(CMPG1),Solyc03g025970.3,Solyc03g025970.3.1,,,
101252074,Solyc04g011830.1,Solanum lycopersicum,monothiol glutaredoxin-S1-like(LOC101252074),Solyc06g034360.2,Solyc06g034360.2.1,,,
101263193,Solyc12g049400.2,Solanum lycopersicum,protein TIFY 10b-like(LOC101263193),Solyc07g056410.3,Solyc07g056410.3.1,,,
101265370,Solyc01g100170.3,Solanum lycopersicum,syntaxin-43(LOC101265370),Solyc01g010940.3,Solyc01g010940.3.1,,,
101258614,Solyc11g039960.2,Solanum lycopersicum,uncharacterized LOC101258614(LOC101258614),Solyc09g075140.3,Solyc09g075140.3.1,,,
101255105,Solyc06g051750.3,Solanum lycopersicum,cytochrome P450 90A5(CYP90A5),Solyc01g096670.3,Solyc01g096670.3.1,,,
101259944,Solyc06g068330.1,Solanum lycopersicum,uncharacterized LOC101259944(LOC101259944),Solyc03g112080.1,Solyc03g112080.1.1,,,
101255589,Solyc05g009390.3,Solanum lycopersicum,caffeoylshikimate esterase(LOC101255589),Solyc05g005160.3,Solyc05g005160.3.1,,,
101266227,Solyc06g008290.3,Solanum lycopersicum,vacuolar protein sorting-associated protein 2 homolog 3(LOC101266227),Solyc05g010140.3,Solyc05g010140.3.1,,,
101264048,Solyc01g005930.3,Solanum lycopersicum,uncharacterized LOC101264048(LOC101264048),Solyc05g050600.3,Solyc05g050600.3.1,,,
101264047,Solyc08g076390.3,Solanum lycopersicum,lysine-specific demethylase JMJ706-like(LOC101264047),Solyc06g072330.3,Solyc06g072330.3.1,,,
101055558,Solyc11g044910.2,Solanum lycopersicum,alpha-L-arabinofuranosidase/beta-xylosidase(Arf/Xyl1),Solyc08g069000.3,Solyc08g069000.3.1,,,
101246632,Solyc05g009540.3,Solanum lycopersicum,serine/threonine-protein kinase prpf4B(LOC101246632),Solyc01g073660.3,Solyc01g073660.3.1,,,
101248811,Solyc09g008820.3,Solanum lycopersicum,F-box protein PP2-A15(LOC101248811),Solyc04g080740.1,Solyc04g080740.1.1,,,
101268882,Solyc07g053990.3,Solanum lycopersicum,bromodomain-containing protein 4(LOC101268882),Solyc07g063470.1,Solyc07g063470.1.1,,,
101247963,Solyc10g006470.3,Solanum lycopersicum,protein translation factor SUI1 homolog(LOC101247963),Solyc01g087180.3,Solyc01g087180.3.1,,,
543594,Solyc01g094370.3,Solanum lycopersicum,remorin 2(rem-2),Solyc04g074950.3,Solyc04g074950.3.1,,,
101268883,Solyc07g052950.3,Solanum lycopersicum,uncharacterized LOC101268883(LOC101268883),Solyc04g074960.3,Solyc04g074960.3.1,,,
101252072,Solyc03g111793.1,Solanum lycopersicum,leucine-rich repeat receptor-like serine/threonine/tyrosine-protein kinase SOBIR1(LOC101252072),Solyc01g080640.3,Solyc01g080640.3.1,,,
101268402,Solyc06g076450.3,Solanum lycopersicum,ras-related protein Rab11A(LOC101268402),Solyc10g084050.2,Solyc10g084050.2.1,,,
101251177,Solyc04g073960.3,Solanum lycopersicum,thiamine pathway transporter THI73(LOC101251177),Solyc02g087110.3,Solyc02g087110.3.1,,,
101252023,Solyc01g066940.3,Solanum lycopersicum,vesicle-associated membrane protein 724(LOC101252023),Solyc04g054370.1,Solyc04g054370.1.1,,,
778336,Solyc02g081170.3,Solanum lycopersicum,plastid lipid associated protein CHRC(ChrC),Solyc05g051970.3,Solyc05g051970.3.1,,,
778335,Solyc07g047780.3,Solanum lycopersicum,CONSTANS interacting protein 6(CIP6),Solyc10g050970.1,Solyc10g050970.1.1,,,
101254202,Solyc05g014120.1,Solanum lycopersicum,uncharacterized LOC101254202(LOC101254202),Solyc03g115870.3,Solyc03g115870.3.1,,,
101255535,Solyc01g091470.3,Solanum lycopersicum,AT-hook motif nuclear-localized protein 22(LOC101255535),Solyc01g057910.3,Solyc01g057910.3.1,,,
101252027,Solyc01g104040.3,Solanum lycopersicum,UDP-glucose:glycoprotein glucosyltransferase(LOC101252027),Solyc01g079610.3,Solyc01g079610.3.1,,,
101255534,Solyc09g074680.3,Solanum lycopersicum,cullin-1(LOC101255534),Solyc05g009540.3,Solyc05g009540.3.1,,,
101265347,Solyc07g007820.3,Solanum lycopersicum,putative clathrin assembly protein At5g35200(LOC101265347),Solyc08g006650.3,Solyc08g006650.3.1,,,
101247915,Solyc05g010260.3,Solanum lycopersicum,"6-phosphogluconate dehydrogenase, decarboxylating 3(LOC101247915)",Solyc10g085190.2,Solyc10g085190.2.1,,,
101264013,Solyc06g009380.3,Solanum lycopersicum,uncharacterized LOC101264013(LOC101264013),Solyc02g064680.3,Solyc02g064680.3.1,,,
101264014,Solyc06g053230.3,Solanum lycopersicum,uncharacterized LOC101264014(LOC101264014),Solyc04g078540.3,Solyc04g078540.3.1,,,
101265342,Solyc06g050720.3,Solanum lycopersicum,staphylococcal-like nuclease CAN2(LOC101265342),Solyc05g053090.2,Solyc05g053090.2.1,,,
544034,Solyc10g075090.2,Solanum lycopersicum,non-specific lipid-transfer protein 2(LE16),Solyc06g074620.3,Solyc06g074620.3.1,,,
101244402,Solyc08g080410.3,Solanum lycopersicum,UBX domain-containing protein(LOC101244402),Solyc08g013900.3,Solyc08g013900.3.1,,,
544031,Solyc01g095140.3,Solanum lycopersicum,ethylene-responsive late embryogenesis-like protein(ER5),Solyc01g104780.3,Solyc01g104780.3.1,,,
101247912,Solyc04g080880.3,Solanum lycopersicum,zingipain-2(LOC101247912),Solyc02g071980.3,Solyc02g071980.3.1,,,
100316888,Solyc12g049290.2,Solanum lycopersicum,ELF4-like protein(LOC100316888),Solyc03g116890.3,Solyc03g116890.3.1,,,
100316887,Solyc03g082690.3,Solanum lycopersicum,U-box domain-containing protein 43(LOC100316887),Solyc07g044990.3,Solyc07g044990.3.1,,,
101264018,Solyc06g071990.3,Solanum lycopersicum,uncharacterized LOC101264018(LOC101264018),Solyc07g042230.1,Solyc07g042230.1.1,,,
778322,Solyc05g005250.3,Solanum lycopersicum,pantothenate kinase-like protein(LOC778322),Solyc10g076480.2,Solyc10g076480.2.1,,,
101257705,Solyc01g095030.3,Solanum lycopersicum,R1-MYB type transcription factor ARS1(ARS1),Solyc06g048520.3,Solyc06g048520.3.1,,,
101251168,Solyc00g080750.3,Solanum lycopersicum,uncharacterized protein At1g66480-like(LOC101251168),Solyc08g006660.1,Solyc08g006660.1.1,,,
778320,Solyc08g075370.3,Solanum lycopersicum,uncharacterized LOC778320(LOC778320),Solyc09g007790.1,Solyc09g007790.1.1,,,
100316895,Solyc03g096670.3,Solanum lycopersicum,protein phosphatase 2C AHG3 homolog(PP2C-2),Solyc09g083440.3,Solyc09g083440.3.1,,,
100316894,Solyc03g121880.3,Solanum lycopersicum,protein phosphatase 2C ABI2 homolog(PP2C-1),Solyc02g091930.3,Solyc02g091930.3.1,,,
101252012,Solyc08g078850.3,Solanum lycopersicum,L-lactate dehydrogenase(ldh1),Solyc04g079820.3,Solyc04g079820.3.1,,,
100316891,Solyc02g084980.3,Solanum lycopersicum,galactinol synthase(GolS2),Solyc05g051900.3,Solyc05g051900.3.1,,,
101254670,Solyc03g095710.3,Solanum lycopersicum,alpha-amylase(LOC101254670),Solyc08g062220.3,Solyc08g062220.3.1,,,
101253341,Solyc02g082900.3,Solanum lycopersicum,protein STRICTOSIDINE SYNTHASE-LIKE 6(LOC101253341),Solyc02g069370.3,Solyc02g069370.3.1,,,
101253343,Solyc11g020810.2,Solanum lycopersicum,putative rRNA methyltransferase(LOC101253343),Solyc11g065660.2,Solyc11g065660.2.1,,,
101266203,Solyc12g088920.2,Solanum lycopersicum,uncharacterized LOC101266203(LOC101266203),Solyc11g068940.1,Solyc11g068940.1.1,,,
101268860,Solyc04g005380.3,Solanum lycopersicum,ninja-family protein AFP3(LOC101268860),Solyc12g044420.1,Solyc12g044420.1.1,,,
778318,Solyc08g008290.3,Solanum lycopersicum,uncharacterized LOC778318(LOC778318),Solyc06g034370.1,Solyc06g034370.1.1,,,
544023,Solyc03g006860.3,Solanum lycopersicum,fructokinase(Frk1),Solyc08g082760.3,Solyc08g082760.3.1,,,
101267530,Solyc06g050810.3,Solanum lycopersicum,protein LURP-one-related 14-like(LOC101267530),Solyc10g076510.2,Solyc10g076510.2.1,,,
101267532,Solyc06g072530.3,Solanum lycopersicum,CASP-like protein 1F1(LOC101267532),Solyc04g015570.3,Solyc04g015570.3.1,,,
101245723,Solyc02g062530.3,Solanum lycopersicum,uncharacterized LOC101245723(LOC101245723),Solyc04g007060.3,Solyc04g007060.3.1,,,
101266208,Solyc03g111170.3,Solanum lycopersicum,4-coumarate--CoA ligase-like 9(LOC101266208),Solyc01g073680.3,Solyc01g073680.3.1,,,
100316899,Solyc01g110290.3,Solanum lycopersicum,squalene synthase(SQS1),Solyc01g095210.3,Solyc01g095210.3.1,,,
544022,Solyc06g073190.3,Solanum lycopersicum,fructokinase(FRK2),Solyc09g091020.3,Solyc09g091020.3.1,,,
778311,Solyc08g023470.3,Solanum lycopersicum,geranyl pyrophosphate synthase(GPS),Solyc10g078590.2,Solyc10g078590.2.1,,,
101256889,Solyc06g068500.3,Solanum lycopersicum,"chaperone protein dnaJ 8, chloroplastic-like(LOC101256889)",Solyc02g083310.3,Solyc02g083310.3.1,,,
101254229,Solyc09g013150.3,Solanum lycopersicum,"probable anion transporter 3, chloroplastic(LOC101254229)",Solyc05g050560.1,Solyc05g050560.1.1,,,
101251195,Solyc06g084320.1,Solanum lycopersicum,EID1-like F-box protein 3(LOC101251195),Solyc07g044960.1,Solyc07g044960.1.1,,,
101257731,Solyc02g065470.1,Solanum lycopersicum,STS14 protein(LOC101257731),Solyc08g069050.3,Solyc08g069050.3.1,,,
101254223,Solyc08g067960.3,Solanum lycopersicum,probable E3 ubiquitin-protein ligase RZFP34(LOC101254223),Solyc01g091030.3,Solyc01g091030.3.1,,,
101257732,Solyc11g062400.2,Solanum lycopersicum,probable serine/threonine-protein kinase PBL3(LOC101257732),Solyc03g120300.3,Solyc03g120300.3.1,,,
101263147,Solyc01g059880.3,Solanum lycopersicum,ATP-citrate synthase beta chain protein 2-like(LOC101263147),Solyc06g076260.3,Solyc06g076260.3.1,,,
101245758,Solyc04g082890.3,Solanum lycopersicum,bZIP transcription factor 60(LOC101245758),Solyc08g074290.3,Solyc08g074290.3.1,,,
101244426,Solyc01g109810.2,Solanum lycopersicum,uncharacterized LOC101244426(LOC101244426),Solyc01g087240.3,Solyc01g087240.3.1,,,
101264475,Solyc02g092260.3,Solanum lycopersicum,"probable amino-acid acetyltransferase NAGS1, chloroplastic(LOC101264475)",Solyc03g019650.3,Solyc03g019650.3.1,,,
101247936,Solyc07g042170.3,Solanum lycopersicum,protein TIFY 10b-like(LOC101247936),Solyc12g013690.2,Solyc12g013690.2.1,,,
101266652,Solyc07g049440.3,Solanum lycopersicum,GDSL esterase/lipase At2g04570(LOC101266652),Solyc12g089240.2,Solyc12g089240.2.1,,,
101263140,Solyc08g079520.3,Solanum lycopersicum,SNARE-interacting protein KEULE(LOC101263140),Solyc07g052620.1,Solyc07g052620.1.1,,,
101262296,Solyc03g098730.1,Solanum lycopersicum,kunitz trypsin inhibitor 2(LOC101262296),Solyc08g006680.3,Solyc08g006680.3.1,,,
101256880,Solyc05g051490.3,Solanum lycopersicum,LMBR1 domain-containing protein 2 homolog A-like(LOC101256880),Solyc01g080690.3,Solyc01g080690.3.1,,,
101262295,Solyc03g097440.3,Solanum lycopersicum,11-beta-hydroxysteroid dehydrogenase 1B(LOC101262295),Solyc02g031830.1,Solyc02g031830.1.1,,,
101267981,Solyc03g111100.1,Solanum lycopersicum,uncharacterized LOC101267981(LOC101267981),Solyc12g009060.2,Solyc12g009060.2.1,,,
101055586,Solyc03g097820.2,Solanum lycopersicum,basic helix-loop-helix(bHLH1),Solyc09g082230.1,Solyc09g082230.1.1,,,
101055585,Solyc01g107170.2,Solanum lycopersicum,ZF2 protein(ZF2),Solyc02g080890.3,Solyc02g080890.3.1,,,
101268830,Solyc02g077430.3,Solanum lycopersicum,phospholipase A1-IIgamma(LOC101268830),Solyc06g071160.3,Solyc06g071160.3.1,,,
101267983,Solyc04g014490.1,Solanum lycopersicum,uncharacterized LOC101267983(LOC101267983),Solyc08g074280.3,Solyc08g074280.3.1,,,
101266659,Solyc08g067260.3,Solanum lycopersicum,3-ketoacyl-CoA synthase 10(LOC101266659),Solyc10g079260.2,Solyc10g079260.2.1,,,
101245755,Solyc04g074940.3,Solanum lycopersicum,bet1-like protein At4g14600(LOC101245755),Solyc10g086410.3,Solyc10g086410.3.1,,,
101055583,Solyc06g053260.1,Solanum lycopersicum,small auxin-up protein 58(LOC101055583),Solyc12g007030.2,Solyc12g007030.2.1,,,
101267985,Solyc04g007900.3,Solanum lycopersicum,protein PLANT CADMIUM RESISTANCE 2(LOC101267985),Solyc12g013700.2,Solyc12g013700.2.1,,,
544011,Solyc01g103370.3,Solanum lycopersicum,small GTP-binding protein(Rab1B),Solyc04g009960.3,Solyc04g009960.3.1,,,
101266657,Solyc08g007460.2,Solanum lycopersicum,protein YLS3(LOC101266657),Solyc04g071600.3,Solyc04g071600.3.1,,,
544010,Solyc08g078070.3,Solanum lycopersicum,small GTP-binding protein(Rab1A),Solyc04g081960.1,Solyc04g081960.1.1,,,
101259903,Solyc11g011330.2,Solanum lycopersicum,8-hydroxygeraniol dehydrogenase(LOC101259903),Solyc05g005200.3,Solyc05g005200.3.1,,,
778303,Solyc06g059840.3,Solanum lycopersicum,branched chain alpha-keto acid dehydrogenase E1-alpha subunit(LOC778303),Solyc05g012500.3,Solyc05g012500.3.1,,,
101264480,Solyc11g017250.2,Solanum lycopersicum,"dihydrolipoyllysine-residue acetyltransferase component 5 of pyruvate dehydrogenase complex, chloroplastic(LOC101264480)",Solyc06g008620.1,Solyc06g008620.1.1,,,
101254210,Solyc06g051720.3,Solanum lycopersicum,GDSL esterase/lipase CPRD49(LOC101254210),Solyc06g066680.3,Solyc06g066680.3.1,,,
101244417,Solyc01g094010.3,Solanum lycopersicum,alpha/beta-hydrolases superfamily protein(LOC101244417),Solyc07g055080.3,Solyc07g055080.3.1,,,
101264489,Solyc11g072030.2,Solanum lycopersicum,non-specific lipid transfer protein GPI-anchored 2-like(LOC101264489),Solyc01g005980.3,Solyc01g005980.3.1,,,
101265333,Solyc05g015070.3,Solanum lycopersicum,U-box domain-containing protein 45-like(LOC101265333),Solyc02g083280.3,Solyc02g083280.3.1,,,
101264487,Solyc11g068650.2,Solanum lycopersicum,mitochondrial fission protein ELM1(LOC101264487),Solyc07g042170.3,Solyc07g042170.3.1,,,
101245741,Solyc12g089140.2,Solanum lycopersicum,uncharacterized protein At1g01500(LOC101245741),Solyc10g006470.3,Solyc10g006470.3.1,,,
101055599,Solyc12g010890.2,Solanum lycopersicum,trihelix transcription factor ASIL2(LOC101055599),Solyc10g081900.2,Solyc10g081900.2.1,,,
101267991,Solyc05g026540.3,Solanum lycopersicum,uncharacterized LOC101267991(LOC101267991),Solyc12g042730.1,Solyc12g042730.1.1,,,
101244894,Solyc08g076880.3,Solanum lycopersicum,uncharacterized LOC101244894(LOC101244894),Solyc03g115860.3,Solyc03g115860.3.1,,,
544001,Solyc11g022590.1,Solanum lycopersicum,uncharacterized LOC544001(LOC544001),Solyc07g063410.3,Solyc07g063410.3.1,,,
101252466,Solyc03g031620.3,Solanum lycopersicum,"5'-adenylylsulfate reductase 3, chloroplastic-like(LOC101252466)",Solyc09g005640.3,Solyc09g005640.3.1,,,
101255979,Solyc03g111640.3,Solanum lycopersicum,uncharacterized LOC101255979(LOC101255979),Solyc02g068120.3,Solyc02g068120.3.1,,,
101251132,Solyc10g054930.2,Solanum lycopersicum,probable magnesium transporter NIPA6(LOC101251132),Solyc02g062390.3,Solyc02g062390.3.1,,,
101250283,Solyc03g081240.3,Solanum lycopersicum,two-component response regulator-like APRR5(LOC101250283),Solyc11g068960.2,Solyc11g068960.2.1,,,
543654,Solyc10g079820.2,Solanum lycopersicum,dehydration-induced protein ERD15(LOC543654),Solyc04g015520.3,Solyc04g015520.3.1,,,
101256829,Solyc02g082710.3,Solanum lycopersicum,uncharacterized LOC101256829(LOC101256829),Solyc04g077220.3,Solyc04g077220.3.1,,,
101253792,Solyc06g075800.1,Solanum lycopersicum,probable histone H2B.1(LOC101253792),Solyc04g081970.3,Solyc04g081970.3.1,,,
101255971,Solyc03g097840.3,Solanum lycopersicum,"mitochondrial phosphate carrier protein 3, mitochondrial(LOC101255971)",Solyc06g083430.1,Solyc06g083430.1.1,,,
101253793,Solyc06g074260.3,Solanum lycopersicum,pollen proteins Ole e I-like(LOC101253793),Solyc08g067630.3,Solyc08g067630.3.1,,,
101250289,Solyc03g116740.3,Solanum lycopersicum,phosphatidylcholine:diacylglycerol cholinephosphotransferase 1(LOC101250289),Solyc10g009020.3,Solyc10g009020.3.1,,,
101255974,Solyc12g099770.2,Solanum lycopersicum,mitochondrial fission 1 protein A(LOC101255974),Solyc12g005850.2,Solyc12g005850.2.1,,,
101243997,Solyc05g055330.3,Solanum lycopersicum,ABC transporter G family member 41(ABCG41),Solyc03g117950.3,Solyc03g117950.3.1,,,
101265300,Solyc02g069710.3,Solanum lycopersicum,cation/calcium exchanger 4-like(LOC101265300),Solyc01g109890.3,Solyc01g109890.3.1,,,
101243998,Solyc05g050800.3,Solanum lycopersicum,Phosphoglycerate mutase family protein(LOC101243998),Solyc01g100480.3,Solyc01g100480.3.1,,,
101260093,Solyc10g083440.1,Solanum lycopersicum,anthocyanidin 3-O-glucosyltransferase(LOC101260093),Solyc10g080930.2,Solyc10g080930.2.1,,,
101262274,Solyc02g086270.3,Solanum lycopersicum,LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 1.4(LOC101262274),Solyc02g068100.3,Solyc02g068100.3.1,,,
101266638,Solyc05g054380.2,Solanum lycopersicum,pathogenesis-related protein STH-2(LOC101266638),Solyc06g083440.3,Solyc06g083440.3.1,,,
101253789,Solyc05g041920.3,Solanum lycopersicum,ribonuclease 3-like protein 3(LOC101253789),Solyc07g055060.3,Solyc07g055060.3.1,,,
101252453,Solyc02g082910.3,Solanum lycopersicum,"probable acyl-activating enzyme 1, peroxisomal(LOC101252453)",Solyc01g105100.3,Solyc01g105100.3.1,,,
101255968,Solyc03g079980.2,Solanum lycopersicum,uncharacterized LOC101255968(LOC101255968),Solyc02g088260.3,Solyc02g088260.3.1,,,
101250270,Solyc02g079290.3,Solanum lycopersicum,protein SELF PRUNING 2G(SP2G),Solyc12g005860.2,Solyc12g005860.2.1,,,
101249285,Solyc08g062500.3,Solanum lycopersicum,protein PLASTID MOVEMENT IMPAIRED 1-RELATED 2-like(LOC101249285),Solyc04g078630.3,Solyc04g078630.3.1,,,
101256818,Solyc10g078950.2,Solanum lycopersicum,carbon catabolite repressor protein 4 homolog 1(LOC101256818),Solyc04g080850.3,Solyc04g080850.3.1,,,
101253780,Solyc05g008120.3,Solanum lycopersicum,chaperone protein DnaJ(LOC101253780),Solyc06g073420.3,Solyc06g073420.3.1,,,
101253782,Solyc05g012770.3,Solanum lycopersicum,probable WRKY transcription factor 4(LOC101253782),Solyc06g072230.1,Solyc06g072230.1.1,,,
101252457,Solyc11g065920.2,Solanum lycopersicum,xanthine dehydrogenase 1-like(LOC101252457),Solyc12g010390.2,Solyc12g010390.2.1,,,
101265798,Solyc11g069720.2,Solanum lycopersicum,cell division cycle protein 48 homolog(LOC101265798),Solyc03g083710.1,Solyc03g083710.1.1,,,
101264466,Solyc10g009410.1,Solanum lycopersicum,aspartyl protease family protein 2(LOC101264466),Solyc03g114210.3,Solyc03g114210.3.1,,,
101266643,Solyc06g073760.3,Solanum lycopersicum,beta-glucosidase BoGH3B-like(LOC101266643),Solyc09g089880.3,Solyc09g089880.3.1,,,
101264464,Solyc09g098070.3,Solanum lycopersicum,MACPF domain-containing protein At4g24290(LOC101264464),Solyc10g076660.2,Solyc10g076660.2.1,,,
101266642,Solyc06g035710.1,Solanum lycopersicum,protein DETOXIFICATION 49-like(LOC101266642),Solyc03g007190.3,Solyc03g007190.3.1,,,
101262282,Solyc02g079710.3,Solanum lycopersicum,G-type lectin S-receptor-like serine/threonine-protein kinase At1g11330(LOC101262282),Solyc12g007070.2,Solyc12g007070.2.1,,,
101268829,Solyc02g078480.3,Solanum lycopersicum,CBS domain-containing protein CBSX5-like(LOC101268829),Solyc12g057060.2,Solyc12g057060.2.1,,,
101264460,Solyc01g086850.3,Solanum lycopersicum,ras-related protein RGP1(LOC101264460),Solyc06g084440.3,Solyc06g084440.3.1,,,
